MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,OpenPorchSF,HouseStyle,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageQual,GarageCond,MSZoning_RL,MSZoning_RM,LotShape_IR,LotShape_Reg,Neighborhood_NAmes,Exterior1st_VinylSd,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,SalePrice
2.0,40.0,5,6,1913,2002,440,0,694,1,0,4,1,1,0,1.0,3,3,1,2,3,4,4,1,4,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,90350
4.0,67.0,6,8,1920,2000,684,512,1196,1,0,7,0,2,46,1.5,3,3,2,1,4,4,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,110000
1.0,105.0,10,5,2008,2008,3094,0,2402,2,0,10,2,3,72,1.0,5,5,4,6,5,5,4,3,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,555000
8.0,92.0,4,4,1955,1955,1440,0,1440,2,0,8,0,0,0,1.0,3,3,1,5,3,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,118000
4.0,52.0,5,7,1930,1992,1078,445,1573,2,0,8,1,2,0,1.5,3,3,1,1,3,3,4,1,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,162900
9.0,53.0,7,5,2006,2007,1258,0,1258,2,0,6,1,3,16,1.0,4,5,3,1,5,4,4,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,172500
5.0,70.0,7,5,1994,1995,915,975,1908,2,1,8,1,2,133,2.0,4,4,1,6,5,4,3,1,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,210000
1.0,73.0,6,5,1956,1956,1436,0,1689,1,0,7,1,2,0,1.0,3,3,1,1,2,3,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,127500
1.0,137.0,6,6,1966,2002,1517,0,1888,2,1,6,1,2,0,1.0,4,3,1,5,5,4,4,3,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,190000
5.0,69.0,7,5,1998,1999,930,930,1886,2,1,10,1,2,0,2.0,4,4,1,1,4,4,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,199900
4.0,50.0,6,6,1937,1950,780,596,1376,2,0,7,1,1,0,1.5,3,3,1,1,3,3,4,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,119500
4.0,50.0,3,7,1948,2002,649,504,1183,1,1,6,0,1,176,1.5,3,3,1,5,5,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,120000
2.0,70.0,6,8,1930,2005,813,0,813,1,0,5,0,1,113,1.0,3,3,1,1,5,4,0,1,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,110000
1.0,62.0,7,5,1975,1975,1533,0,1533,2,0,5,2,2,54,1.0,3,4,4,5,3,4,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,280000
5.0,69.0,6,5,1996,1997,872,868,1756,2,1,7,0,2,122,2.0,4,5,1,5,5,3,0,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,204000
5.0,75.0,8,5,2008,2008,768,804,1590,2,1,6,0,2,30,2.0,4,4,1,1,5,4,0,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,210000
8.0,63.0,5,5,1976,1976,1728,0,1728,2,0,8,0,2,0,1.0,3,3,1,5,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,188000
1.0,80.0,7,6,1973,1973,1242,0,1242,1,1,6,1,2,0,1.0,3,3,1,5,2,3,3,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,175500
6.0,34.0,5,5,1916,1950,624,720,1344,1,0,7,0,3,0,2.0,3,3,1,1,2,3,0,1,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,98000
1.0,69.0,4,6,1954,1994,1364,0,1663,1,0,6,2,2,137,1.0,3,4,4,4,5,4,4,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,256000
6.0,69.0,8,7,1925,1996,588,833,1666,1,0,7,1,1,63,2.0,3,3,1,1,2,4,4,1,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,161000
4.0,69.0,5,4,1950,1950,709,224,1203,1,0,5,1,1,0,1.5,3,3,1,2,3,4,3,1,3,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1,110000
5.0,75.0,8,5,2009,2009,832,1103,1935,2,1,8,0,2,150,2.0,4,4,1,6,5,3,0,3,3,3,0,0,1,0,0,1,1,0,0,1,0,1,0,0,263435
6.0,60.0,7,9,1936,2007,560,560,1135,1,0,6,0,2,0,2.0,4,4,1,5,5,4,0,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,155000
1.0,60.0,5,5,1965,1965,864,0,864,1,0,5,1,1,0,1.0,3,3,1,3,4,3,1,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,62383
6.0,74.0,6,7,1934,1995,715,811,1660,1,1,6,1,1,0,2.0,3,3,1,2,2,3,4,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,188700
1.0,60.0,5,5,1978,1978,1040,0,1040,2,0,5,0,0,0,1.0,3,4,1,3,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,124000
9.0,69.0,7,5,2004,2004,1375,0,1414,2,0,6,1,2,20,1.0,4,4,1,1,5,4,3,3,3,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,178740
1.0,85.0,7,5,1970,1970,1277,0,1277,1,0,5,1,2,0,1.0,3,3,4,6,3,3,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,167000
6.0,79.0,5,7,1942,1995,728,756,1644,1,1,7,2,1,0,2.0,3,3,1,2,5,4,4,1,3,3,1,0,0,1,1,0,1,1,0,0,0,1,1,0,146500
1.0,98.0,8,5,2006,2006,1626,0,1634,2,0,7,1,3,44,1.0,4,4,1,1,5,4,4,2,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,250000
5.0,76.0,6,5,1993,1993,832,878,1710,2,1,7,0,2,70,2.0,4,4,1,6,5,4,0,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,187000
9.0,69.0,8,5,1985,1985,1488,0,1502,1,1,4,0,2,54,1.0,4,4,3,6,3,4,0,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,212000
5.0,92.0,7,6,1977,1977,808,808,1969,2,1,8,1,2,0,2.0,3,4,1,1,3,3,4,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,190000
12.0,35.0,6,5,2005,2005,547,0,1072,1,0,5,0,2,28,0.5,3,4,4,6,5,3,0,2,3,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,148000
1.0,110.0,8,5,2006,2007,1976,0,1976,2,0,7,1,3,63,1.0,4,5,4,6,5,4,5,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,440000
9.0,41.0,8,5,2000,2000,1494,0,1652,2,0,6,0,2,48,1.0,4,4,3,6,5,5,0,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,251000
1.0,80.0,5,6,1963,1963,970,0,970,1,0,5,0,2,24,1.0,3,3,1,6,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,132500
1.0,75.0,6,5,1997,1998,1478,0,1493,2,0,7,1,2,39,1.0,3,4,4,6,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,208900
5.0,105.0,9,5,2006,2006,2153,574,2643,2,1,9,1,3,84,2.0,5,4,3,1,5,5,4,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,380000
1.0,79.0,8,5,2007,2008,1705,0,1718,2,0,7,1,3,44,1.0,4,5,4,6,5,4,4,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,297000
2.0,50.0,4,7,1937,2000,907,0,1131,1,0,7,0,2,72,1.0,3,2,1,3,3,3,0,1,3,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,89471
1.0,98.0,9,5,2004,2005,1833,0,1850,2,0,8,1,3,112,1.0,4,5,4,6,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,326000
1.0,72.0,9,5,2003,2004,1792,0,1792,2,0,6,1,3,49,1.0,4,5,4,6,5,5,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,374000
6.0,50.0,7,8,1915,2005,910,910,1826,1,1,7,1,1,0,2.0,4,3,1,5,5,5,4,1,2,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,155000
9.0,32.0,6,5,1998,1998,1216,0,1216,2,0,5,0,2,125,1.0,3,5,1,6,5,3,0,1,3,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,164000
1.0,69.0,5,7,1962,2001,999,0,999,1,0,6,0,1,132,1.0,3,3,1,5,4,4,0,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,132500
1.0,80.0,5,7,1950,2007,1113,0,1113,1,0,5,1,1,80,1.0,4,3,1,5,4,4,4,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,147000
1.0,79.0,5,7,1965,1965,1073,0,1073,1,1,6,0,2,0,1.0,3,3,1,5,3,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,156000
1.0,70.0,5,6,1971,1971,1484,0,1484,2,0,7,1,2,0,1.0,3,4,3,5,4,3,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,175000
13.0,60.0,5,4,1900,1970,954,648,2414,2,0,10,1,2,0,1.5,3,3,1,4,3,3,4,1,3,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,160000
12.0,21.0,4,8,1970,2002,630,0,630,1,0,3,0,1,0,0.0,3,4,3,6,3,4,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,86000
11.0,69.0,5,6,1976,1976,264,688,1304,1,1,4,1,1,24,2.0,3,4,2,1,3,3,4,3,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,115000
4.0,79.0,6,7,1941,1950,806,620,1578,1,0,5,2,1,0,1.5,3,3,1,4,3,2,3,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,133000
5.0,105.0,6,5,2006,2006,728,728,1456,2,1,8,0,2,0,2.0,4,4,1,1,4,3,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,172785
1.0,70.0,5,6,1960,1960,1269,0,1269,1,1,6,1,1,0,1.0,3,3,1,4,3,3,2,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,1,155000
2.0,50.0,5,8,1938,1996,190,0,886,1,0,4,0,1,20,1.0,3,2,1,1,4,3,0,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,1,0,91300
2.0,60.0,4,5,1920,1950,720,0,720,1,0,4,0,0,523,1.0,3,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34900
1.0,69.0,8,5,1992,1993,3200,0,3228,3,0,10,1,2,75,1.0,4,4,1,6,5,4,4,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,430000
4.0,60.0,7,6,1925,1950,1026,687,1820,2,0,8,0,1,100,1.5,3,3,1,3,5,3,0,1,3,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,184000
1.0,65.0,5,7,1967,2004,864,0,899,1,0,5,0,1,0,1.0,3,3,1,5,5,4,0,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,130000
1.0,70.0,5,7,1958,1985,912,0,912,1,0,5,0,1,285,1.0,3,3,1,4,2,3,0,3,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,120000
11.0,21.0,6,5,1973,1973,672,546,1218,1,1,7,0,1,28,2.0,3,3,1,4,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,113000
5.0,75.0,7,5,2005,2005,866,902,1768,2,1,7,0,2,108,2.0,4,4,1,6,4,4,0,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,226700
1.0,70.0,5,7,1965,1965,1214,0,1214,1,0,6,0,2,0,1.0,3,3,1,5,5,3,0,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,140000
1.0,100.0,7,8,1959,1997,1501,0,1801,2,0,6,2,2,54,1.0,3,3,1,5,3,3,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,289000
11.0,24.0,6,5,1974,1974,855,467,1322,2,1,6,1,2,0,2.0,3,3,1,5,3,3,2,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,147000
8.0,60.0,5,5,1952,1952,960,1000,1960,2,0,10,0,2,0,2.0,3,3,1,1,4,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,124500
5.0,80.0,8,5,1993,1994,777,846,1911,2,1,8,1,2,81,2.0,4,4,1,6,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,215000
1.0,75.0,6,5,2009,2009,1218,0,1218,2,0,4,0,2,102,1.0,4,4,1,6,5,4,0,3,3,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,208300
6.0,60.0,7,9,1928,2005,689,689,1378,2,0,7,1,2,0,2.0,3,3,1,3,5,4,4,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,161000
1.0,80.0,5,6,1959,1959,1041,0,1041,1,0,6,0,1,88,1.0,3,3,1,5,5,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,124500
1.0,75.0,5,7,1951,2000,1008,0,1363,1,0,6,2,1,42,1.0,4,3,1,4,5,3,3,1,3,3,1,0,0,1,1,0,1,1,0,0,0,1,0,0,164900
9.0,40.0,7,5,2005,2006,1368,0,1368,2,0,6,1,2,35,1.0,4,4,1,1,5,4,4,2,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,202665
1.0,70.0,5,5,1958,1958,864,0,864,1,0,5,0,2,0,1.0,3,3,1,4,3,3,0,1,3,3,1,0,0,1,1,1,0,1,0,0,0,1,0,1,129900
1.0,71.0,6,5,1983,1983,1084,0,1080,1,1,5,0,2,0,1.0,3,3,1,5,3,3,0,1,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,134000
3.5,55.0,5,5,1926,1950,768,0,789,1,0,5,0,1,0,1.25,3,3,1,1,2,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,96500
1.0,94.0,10,5,2009,2009,2006,0,2020,2,1,9,1,3,54,1.0,5,5,1,6,5,5,4,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,402861
7.0,69.0,6,6,1972,1972,689,741,2119,2,1,7,1,2,104,0.5,3,3,1,1,3,3,3,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,158000
5.0,79.0,7,5,1996,1997,1264,1067,2344,2,1,7,1,3,0,2.0,4,4,1,1,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,265000
5.0,69.0,6,5,1998,1998,794,914,1796,2,1,7,0,2,36,2.0,3,4,2,6,5,3,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,211000
6.0,53.0,7,9,1926,2004,1276,804,2080,1,1,9,2,1,0,2.0,4,4,1,1,5,4,4,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,234000
13.0,60.0,4,7,1900,2000,0,600,1294,2,0,7,0,0,114,2.0,3,0,0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,106250
1.0,90.0,6,6,1957,1957,1244,0,1244,1,1,6,2,1,40,1.0,3,3,1,3,5,3,4,1,3,3,1,0,1,0,1,1,0,1,0,0,0,1,1,0,150000
4.0,50.0,6,7,1947,1950,1004,660,1664,2,0,7,2,2,24,1.5,3,3,1,5,5,3,4,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,159000
5.0,130.0,10,5,2007,2008,3138,1538,4676,3,1,11,1,3,406,2.0,5,5,4,6,5,5,4,3,3,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,184750
5.0,95.0,7,5,1996,1997,1379,1015,2398,2,1,8,1,3,60,2.0,4,4,1,6,5,4,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,315750
1.0,62.0,7,5,2005,2005,1257,0,1266,2,0,6,1,2,144,1.0,4,4,1,1,5,4,3,1,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,176000
1.0,70.0,5,7,1956,2000,928,0,928,1,0,4,0,1,0,1.0,3,4,1,3,3,3,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,132000
5.0,67.0,9,5,2008,2008,1452,1237,2713,2,1,11,1,3,66,2.0,5,5,3,6,5,5,4,3,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,446261
2.0,58.0,4,7,1920,2002,528,0,605,1,0,5,0,0,0,1.0,3,3,2,5,5,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,86000
1.0,69.0,6,3,1957,1975,2035,0,2515,3,0,9,2,2,0,1.0,4,3,1,3,3,3,3,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,200624
7.0,85.0,6,5,1988,1989,1461,0,1509,2,0,5,1,2,0,0.5,4,4,3,6,5,4,2,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,175000
6.0,60.0,6,8,1920,1999,611,611,1362,2,0,6,0,2,0,2.0,3,2,2,1,5,3,0,3,3,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,128000
1.0,60.0,5,7,1955,2007,0,0,827,1,0,5,1,1,0,1.0,3,0,0,0,5,3,1,1,3,3,1,0,0,1,1,1,0,0,1,0,0,1,0,1,107500
1.0,50.0,1,3,1946,1950,0,0,334,1,0,2,0,0,0,1.0,2,0,0,0,2,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,39300
5.0,74.0,8,5,2004,2004,707,707,1414,2,1,6,1,2,35,2.0,4,5,3,1,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,178000
13.0,70.0,5,7,1910,1991,1117,527,1347,1,0,5,0,0,0,2.0,3,4,4,6,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,107500
5.0,57.0,7,5,1998,1999,880,844,1724,2,1,8,0,2,155,2.0,3,4,3,1,5,4,0,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,188000
1.0,69.0,4,5,1972,1972,864,0,864,1,0,5,0,2,0,1.0,3,3,1,4,3,3,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,111250
1.0,69.0,5,5,1968,1968,1051,0,1159,1,1,7,1,1,0,1.0,3,3,1,4,3,3,2,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,158000
1.0,69.0,8,5,2001,2002,1581,0,1601,2,0,6,1,2,0,1.0,4,4,3,6,5,4,3,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,272000
1.0,85.0,9,5,2006,2006,1838,0,1838,2,0,8,1,3,68,1.0,5,5,3,6,5,5,4,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,315000
5.0,69.0,8,5,2000,2000,969,1288,2285,2,1,8,1,3,56,2.0,4,4,1,1,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,248000
1.0,78.0,7,5,1998,1999,1650,0,1680,2,0,7,1,2,73,1.0,4,5,1,2,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,213250
9.0,34.0,7,5,1998,1998,723,0,767,1,0,4,0,1,40,0.0,3,4,3,6,5,3,0,3,3,3,0,0,0,1,1,0,0,0,0,1,0,1,1,0,133000
5.0,58.0,7,5,2006,2006,654,832,1496,2,1,7,1,2,24,2.0,4,4,3,6,5,4,4,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,179665
4.0,69.0,7,5,1988,1988,1204,806,2183,2,1,9,0,3,0,1.5,4,4,1,6,4,4,0,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,229000
4.0,70.0,6,7,1923,1950,1065,720,1635,1,1,6,1,2,38,1.5,3,4,1,3,5,3,4,1,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,210000
7.5,54.0,5,7,1970,1970,768,0,768,1,0,5,0,2,0,0.0,3,4,3,5,5,3,0,1,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0,1,129500
1.0,49.0,5,7,1955,1995,825,0,825,1,0,4,0,2,50,1.0,3,3,1,2,3,3,0,2,3,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,125000
5.0,75.0,7,5,2003,2004,912,1182,2094,2,1,8,1,2,182,2.0,4,4,1,1,5,4,4,3,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,263000
9.0,53.0,6,6,1977,1977,1069,0,1069,2,0,4,0,2,55,1.0,3,4,1,5,3,3,0,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,140000
1.0,50.0,5,6,1957,1957,928,0,928,1,0,5,0,1,0,1.0,3,3,1,3,4,3,0,3,3,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,112500
1.0,87.0,8,5,2006,2006,1709,0,1717,2,0,7,1,3,39,1.0,4,5,3,1,5,4,4,2,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,255500
1.0,67.0,4,5,1949,2003,0,0,1126,2,0,5,0,2,96,1.0,3,0,0,0,5,4,0,3,3,3,1,0,0,1,0,1,0,1,0,0,0,1,0,1,108000
5.0,85.0,7,5,2003,2004,998,1040,2046,2,1,8,1,3,62,2.0,4,4,1,6,5,4,4,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,284000
3.5,58.0,5,6,1922,1950,993,0,1048,1,0,5,1,1,0,1.25,3,3,1,1,3,3,4,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,113000
1.0,69.0,5,5,1957,1957,1092,0,1092,1,0,6,1,1,0,1.0,3,3,1,3,3,3,3,3,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,141000
4.0,60.0,4,6,1920,1950,637,439,1336,1,1,7,0,1,47,1.5,3,3,1,3,4,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,108000
5.0,57.0,7,5,1996,1997,729,717,1446,2,1,6,1,2,22,2.0,3,4,4,6,5,3,3,1,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,175000
9.0,69.0,7,5,2003,2004,1374,0,1557,2,0,7,1,2,20,1.0,4,4,4,1,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,234000
1.0,69.0,5,6,1957,1996,1392,0,1392,1,1,5,1,2,0,1.0,3,4,1,5,3,3,4,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,121500
1.0,77.0,5,5,1974,1975,1389,0,1389,1,0,6,1,2,38,1.0,3,4,3,5,4,3,3,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,170000
2.0,63.0,5,6,1940,1969,996,0,996,1,0,6,1,0,0,1.0,3,3,1,4,5,3,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,108000
4.0,66.0,6,7,1918,1950,1163,511,1674,2,0,8,1,2,36,1.5,3,4,2,1,5,3,4,3,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,185000
5.0,69.0,7,5,1992,2000,1095,1129,2295,2,1,9,1,2,40,2.0,4,4,1,6,5,4,3,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,268000
6.0,66.0,6,4,1915,1950,806,806,1647,1,1,6,0,1,66,2.0,3,4,1,1,3,2,0,1,3,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,128000
5.0,77.0,9,5,2005,2007,1122,1370,2504,2,1,11,1,3,39,2.0,4,4,1,1,5,5,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,325000
1.0,70.0,7,5,2004,2004,1517,0,1535,2,0,7,0,2,0,1.0,4,4,1,6,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,214000
4.0,79.0,8,8,1983,2009,1496,636,2132,1,1,5,1,2,40,1.5,4,4,4,6,5,4,4,3,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,316600
8.0,69.0,5,5,1979,1979,943,0,943,1,0,4,2,2,0,0.0,3,4,4,6,3,3,3,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,135960
8.0,74.0,5,5,1965,1965,1728,0,1728,2,0,10,0,2,0,1.0,3,3,1,2,3,3,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,142600
1.0,60.0,6,6,1959,1959,864,0,864,1,0,4,0,1,0,1.0,3,3,1,4,5,4,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,120000
5.0,83.0,7,5,2009,2009,846,846,1692,2,1,6,0,2,114,2.0,3,5,3,1,4,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,224500
7.0,76.0,7,5,2000,2000,384,656,1430,2,1,8,1,2,0,0.5,3,4,1,1,5,3,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,170000
7.0,70.0,5,7,1971,2005,372,533,1109,1,0,5,0,1,0,0.5,3,3,3,5,3,3,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,139000
4.0,80.0,5,5,1947,1950,832,384,1216,1,0,6,0,1,0,1.5,3,3,1,3,3,3,0,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,1,118500
4.0,52.0,7,7,1928,1950,861,600,1477,2,0,6,1,1,50,1.5,3,3,1,1,4,3,4,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,145000
7.0,96.0,5,6,1966,1966,1164,0,1320,1,0,6,2,2,68,0.5,3,3,3,2,5,3,2,2,3,3,1,0,1,0,0,1,0,1,0,0,0,1,1,0,164500
11.0,34.0,7,5,2007,2007,689,689,1392,2,0,5,0,2,102,2.0,4,4,1,1,5,4,0,1,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,146000
4.0,81.0,5,5,1954,1954,1050,745,1795,2,0,7,0,1,0,1.5,3,3,1,1,5,3,0,1,2,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,131500
1.0,69.0,6,6,1960,1987,1144,0,1429,1,0,7,2,2,110,1.0,3,3,1,4,5,4,4,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,181900
1.0,98.0,8,5,2008,2009,2042,0,2042,2,1,8,1,3,90,1.0,5,5,1,1,5,5,4,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,253293
8.0,81.0,6,5,1990,1990,816,0,816,1,0,5,0,0,32,0.0,3,4,3,6,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,118500
6.5,75.0,10,9,1893,2000,1237,1254,2775,3,1,9,1,2,502,2.25,5,3,1,1,4,4,4,1,4,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,325000
4.0,51.0,4,7,1935,1995,884,584,1573,1,0,6,0,1,0,1.5,3,3,1,1,5,4,0,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,133000
