MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,HouseStyle,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR,LotShape_Reg,LandContour_accidente,LandContour_peu_accidente,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_mod_sev,Neighborhood_CollgCr,Neighborhood_NAmes,Neighborhood_Other,Condition1_Nocondprox,Condition1_Proxcond,BldgType_1Fam,BldgType_Other,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wd Sdng,MasVnrType_BrkFace,MasVnrType_NoMasVnr,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,GarageType_Other,SaleType_Other,SaleType_WD,SaleCondition_Normal,SaleCondition_Other,SalePrice
6.0,75.0,13125,7,6,1940,1984,0.0,800,960,780,0,1740,0,0,1,1,1,6,2,1940.0,1,0,0,0,0,0,0,0,7,2007,2.0,3,3,3,3,1,4,1,3,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,219500
4.0,60.0,10800,5,8,1936,1989,0.0,796,1096,370,0,1466,0,1,2,0,1,7,1,1950.0,2,436,21,0,0,0,0,500,4,2006,1.5,3,3,2,3,1,5,1,4,4,7,3,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,170000
1.0,69.0,15870,5,5,1969,1969,0.0,1096,1096,0,0,1096,1,0,1,0,1,6,0,1969.0,1,240,32,0,0,0,0,0,3,2006,1.0,3,3,3,3,2,4,3,5,3,8,0,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,138800
9.0,37.0,4435,6,5,2004,2004,169.0,848,848,0,0,848,1,0,1,0,1,3,1,2004.0,2,140,0,0,0,0,0,0,5,2006,1.0,4,3,4,3,2,6,1,5,4,8,4,2,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,155900
1.0,65.0,8775,5,5,1994,1994,0.0,990,990,0,0,990,0,0,1,0,1,5,0,1996.0,1,0,64,0,0,0,0,0,4,2007,1.0,3,3,4,3,1,6,1,4,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,126000
1.0,80.0,11040,6,7,1971,2004,144.0,1258,1258,0,0,1258,0,1,2,0,1,5,0,1971.0,2,55,0,0,216,0,0,0,10,2008,1.0,4,4,3,3,1,5,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,145000
1.0,75.0,7500,5,5,1963,1963,0.0,1040,1040,0,0,1040,1,0,1,1,1,5,0,1963.0,1,0,0,220,0,0,0,0,6,2010,1.0,3,3,3,3,1,5,1,2,3,8,0,3,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,133000
1.0,70.0,8749,7,5,2002,2002,100.0,1459,1459,0,0,1459,0,0,2,0,1,6,1,2002.0,2,192,39,0,0,0,0,0,9,2007,1.0,4,3,4,3,1,1,1,5,4,8,4,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,192000
1.0,80.0,8800,6,6,1964,1964,425.0,1251,1251,0,0,1251,1,0,1,0,1,6,2,1964.0,1,0,116,0,0,0,0,700,3,2006,1.0,3,3,3,3,1,4,1,3,3,8,4,2,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,160000
5.0,69.0,13031,6,5,1995,1996,0.0,691,691,807,0,1498,0,0,2,1,1,6,1,1995.0,2,315,44,0,0,0,0,0,7,2006,2.0,3,3,4,3,1,5,1,4,3,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,187500
7.5,73.0,9069,6,6,1992,1992,0.0,936,996,0,0,996,1,0,1,0,1,5,0,1992.0,2,120,0,0,0,0,0,0,4,2010,0.0,3,3,4,3,3,6,1,5,4,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,147000
11.0,69.0,1974,4,5,1973,1973,0.0,546,546,546,0,1092,0,0,1,1,1,6,0,1973.0,1,120,96,0,0,0,0,0,5,2010,2.0,3,3,3,3,1,4,1,3,3,8,0,2,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,83500
5.0,85.0,10574,8,5,2005,2006,0.0,1082,1082,871,0,1953,0,0,2,1,1,9,1,2005.0,3,160,50,0,0,0,0,0,5,2009,2.0,4,3,4,3,2,1,1,5,4,8,4,2,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,252000
11.0,24.0,2522,7,5,2004,2004,50.0,970,970,739,0,1709,0,0,2,0,1,7,0,2004.0,2,0,40,0,0,0,0,0,4,2006,2.0,4,3,4,3,1,1,1,5,4,4,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,137500
9.0,37.0,3316,8,5,2005,2005,0.0,1247,1247,0,0,1247,1,0,1,1,1,4,1,2005.0,2,0,84,0,0,0,0,0,4,2006,1.0,4,3,4,3,1,6,1,5,4,8,4,3,3,3,3,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,197000
8.0,60.0,8544,3,4,1950,1950,0.0,0,1040,0,0,1040,0,0,2,0,2,6,0,1987.0,2,0,0,0,0,0,0,0,6,2009,1.0,3,3,0,0,0,0,0,2,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,92900
11.0,24.0,2160,7,5,1999,2000,212.0,600,624,628,0,1252,1,0,2,1,1,4,0,1999.0,2,0,48,0,0,0,0,0,3,2008,2.0,4,3,4,3,1,4,1,5,4,8,0,1,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,160000
4.0,60.0,8400,6,5,1925,1950,0.0,1181,1390,304,0,1694,0,0,2,0,1,7,1,1925.0,2,342,0,128,0,0,0,0,6,2008,1.5,3,3,3,3,1,3,1,2,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,136500
1.0,71.0,9230,5,8,1965,1998,166.0,864,1200,0,0,1200,1,0,1,1,1,6,0,1977.0,2,0,64,0,0,0,0,0,10,2006,1.0,3,3,3,3,2,6,1,4,4,8,0,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,146000
1.0,74.0,5868,5,7,1956,2000,0.0,936,936,0,0,936,1,0,1,0,1,4,0,1956.0,1,0,0,80,0,160,0,0,5,2010,1.0,3,3,3,3,1,4,3,5,3,8,0,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,129000
1.0,78.0,9317,6,5,2006,2006,0.0,1314,1314,0,0,1314,0,0,2,0,1,6,1,2006.0,2,0,22,0,0,0,0,0,3,2007,1.0,4,3,4,3,1,6,1,4,4,8,4,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,176432
6.0,60.0,6882,6,7,1914,2006,0.0,684,773,582,0,1355,0,0,1,1,1,7,0,,0,136,0,115,0,0,0,0,3,2007,2.0,3,3,3,3,1,1,1,3,4,8,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,127000
9.0,69.0,3696,8,5,1986,1986,0.0,1074,1088,0,0,1088,0,0,1,1,1,5,0,1987.0,2,0,74,137,0,0,0,0,10,2007,1.0,4,3,4,3,1,1,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,170000
4.0,50.0,6000,4,6,1936,1950,0.0,672,757,567,0,1324,0,0,1,0,1,6,0,1936.0,1,0,0,0,0,0,0,0,7,2009,1.5,3,3,3,3,1,4,1,3,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,128000
1.0,82.0,11880,7,5,1978,1978,206.0,1271,1601,0,0,1601,0,0,2,0,1,7,1,1978.0,2,0,0,0,0,0,0,0,4,2009,1.0,3,3,4,3,1,5,1,3,3,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,157000
2.0,60.0,8400,2,5,1920,1950,0.0,290,438,0,0,438,0,0,1,0,1,3,0,1930.0,1,0,0,0,0,0,0,0,1,2009,1.0,3,3,3,2,1,3,1,3,2,8,0,1,3,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,60000
1.0,61.0,9758,5,5,1971,1971,0.0,950,950,0,0,950,0,0,1,0,1,5,0,1981.0,1,0,0,0,0,0,0,0,7,2007,1.0,3,3,3,3,1,4,2,3,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,119500
1.0,70.0,7000,5,7,1960,2002,45.0,1010,1134,0,0,1134,0,0,1,0,1,6,0,1960.0,1,0,16,0,0,0,0,0,4,2007,1.0,3,3,3,3,1,3,1,5,3,8,0,2,3,3,3,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,135000
1.0,79.0,8910,6,6,1959,1959,0.0,655,1194,0,0,1194,0,1,1,0,1,6,1,1959.0,2,0,0,192,0,0,0,0,7,2006,1.0,3,3,3,3,2,5,1,5,3,8,2,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,159500
11.0,24.0,2016,5,5,1970,1970,304.0,630,630,672,0,1302,0,0,2,1,1,6,0,1970.0,2,0,0,0,0,0,0,0,4,2007,2.0,3,3,3,3,1,1,1,3,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,106000
5.0,98.0,12256,8,5,1994,1995,362.0,1463,1500,1122,0,2622,1,0,2,1,1,9,2,1994.0,2,186,32,0,0,0,0,0,4,2010,2.0,4,3,5,3,3,6,1,5,4,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,325000
1.0,114.0,10357,7,5,1990,1991,0.0,910,1442,0,0,1442,1,0,2,0,1,6,1,1990.0,2,0,244,0,0,0,0,0,5,2007,1.0,4,3,4,3,2,6,1,4,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,179900
5.0,168.0,23257,7,5,2006,2006,0.0,868,887,1134,0,2021,0,0,2,1,1,9,1,2006.0,2,0,100,0,0,0,0,0,9,2006,2.0,4,3,5,4,1,1,1,5,4,8,4,2,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,274725
5.0,69.0,8063,6,5,2000,2000,0.0,924,948,742,0,1690,0,0,2,1,1,7,1,2000.0,2,100,48,0,0,0,0,0,11,2007,2.0,3,3,4,3,1,1,1,5,3,8,3,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,181000
1.0,107.0,11362,8,5,2004,2005,42.0,1836,1836,0,0,1836,1,0,2,0,1,7,1,2004.0,3,125,185,0,0,0,0,0,3,2009,1.0,4,3,5,3,2,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,280000
5.0,69.0,8000,6,5,1995,1996,0.0,773,773,885,0,1658,1,0,2,1,1,8,1,1995.0,2,224,84,0,0,0,0,0,6,2008,2.0,3,3,4,3,1,6,1,4,3,8,3,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,188000
5.0,80.0,10480,7,6,1976,1976,660.0,803,1098,866,0,1964,0,0,2,1,1,8,1,1976.0,2,0,69,0,0,0,0,0,9,2008,2.0,3,3,3,3,1,5,1,3,3,8,4,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,205000
1.0,73.0,7100,5,7,1957,1957,0.0,816,816,0,0,816,1,0,1,0,1,5,0,1957.0,1,0,0,0,0,0,0,0,7,2006,1.0,3,3,3,3,1,6,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,129900
1.0,66.0,8923,5,7,1953,2006,0.0,1008,1008,0,0,1008,1,0,1,0,1,6,0,1953.0,1,0,18,0,0,0,0,0,5,2007,1.0,3,3,3,3,1,4,1,4,4,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,134500
1.0,90.0,5400,5,7,1954,2000,0.0,833,833,0,0,833,0,0,1,0,1,4,0,1955.0,1,0,0,0,0,0,0,0,8,2006,1.0,3,4,3,3,1,3,1,5,4,8,0,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,117000
1.0,93.0,12085,8,5,2007,2007,328.0,1734,1734,0,0,1734,1,0,2,0,1,7,1,2007.0,3,0,0,0,0,0,0,0,11,2007,1.0,4,3,5,3,1,6,1,5,5,8,4,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,318000
7.0,69.0,7750,8,5,2002,2002,0.0,408,779,640,0,1419,1,0,2,1,1,7,1,2002.0,2,120,0,0,0,0,0,0,3,2009,0.5,4,3,4,3,1,6,1,5,4,8,3,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,184100
1.0,57.0,9764,5,7,1967,2003,0.0,894,894,0,0,894,1,0,1,0,1,5,0,1967.0,2,0,0,0,0,0,0,0,5,2008,1.0,3,3,3,3,1,4,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,130000
7.0,85.0,13825,5,6,1958,1987,0.0,533,1021,580,0,1601,0,1,1,0,1,6,0,1958.0,1,280,34,0,0,0,0,0,12,2008,0.5,3,4,3,3,1,1,1,3,3,6,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,140000
1.0,70.0,7560,5,5,1959,1959,0.0,1040,1040,0,0,1040,0,0,1,0,1,6,0,1959.0,1,140,0,252,0,0,0,0,7,2006,1.0,3,3,3,3,1,2,1,3,3,8,0,2,3,3,3,2,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,133700
2.0,59.0,8263,6,5,1920,1950,0.0,1012,1012,0,0,1012,0,0,1,0,1,6,1,1920.0,1,0,22,112,0,0,0,0,5,2007,1.0,3,3,3,3,1,1,1,3,3,8,4,1,3,3,3,3,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,118400
1.0,84.0,10084,7,5,2005,2006,196.0,1552,1552,0,0,1552,0,0,2,0,1,7,0,2005.0,3,144,20,0,0,0,0,0,7,2006,1.0,4,3,4,3,3,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,212900
1.0,69.0,8926,4,3,1956,1956,0.0,672,960,0,0,960,0,0,1,0,1,5,0,1956.0,1,64,0,0,0,160,0,0,10,2009,1.0,3,3,3,3,1,1,1,5,3,8,0,1,3,3,3,3,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,112000
1.0,50.0,9405,5,9,1947,2008,0.0,698,698,0,0,698,0,1,1,0,1,4,0,,0,0,200,0,0,0,0,0,6,2009,1.0,3,5,3,3,1,1,1,5,3,8,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,118000
7.0,69.0,9125,7,5,1992,1992,170.0,384,812,670,0,1482,0,0,2,1,1,7,1,1992.0,2,100,25,0,0,0,0,0,7,2007,0.5,3,3,4,3,1,1,1,4,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,163900
1.0,60.0,10434,4,5,1955,1955,0.0,1005,1005,0,0,1005,0,0,1,0,1,5,1,1977.0,2,0,0,0,0,0,0,0,11,2009,1.0,3,3,3,3,1,1,1,3,2,8,3,1,2,2,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,115000
9.0,53.0,3684,7,5,2007,2007,130.0,1373,1555,0,0,1555,0,0,2,0,1,7,1,2007.0,3,143,20,0,0,0,0,0,6,2009,1.0,4,3,4,3,1,1,1,5,4,8,3,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,174000
1.0,182.0,14572,7,5,2004,2004,0.0,1530,1530,0,0,1530,1,0,2,0,1,7,1,2004.0,3,144,36,0,0,0,0,0,11,2007,1.0,4,3,4,3,3,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,259000
5.0,59.0,11796,7,5,2004,2005,0.0,847,847,1112,0,1959,0,0,2,1,1,8,1,2004.0,2,100,48,0,0,0,0,0,7,2007,2.0,4,3,4,3,3,1,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,215000
8.0,60.0,7200,5,5,1980,1980,180.0,936,936,0,0,936,1,0,1,0,1,4,0,1980.0,2,49,0,0,0,0,0,0,8,2007,0.0,3,3,4,3,4,6,1,3,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,140000
4.0,65.0,7804,4,3,1928,1950,0.0,1122,1328,653,0,1981,1,0,2,0,1,7,2,1981.0,2,431,44,0,0,0,0,0,12,2009,1.5,3,3,3,3,1,4,1,3,4,6,3,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,135000
1.0,63.0,10712,5,5,1991,1992,0.0,974,974,0,0,974,0,0,1,0,1,5,0,,0,0,28,0,0,0,0,0,9,2007,1.0,3,3,4,3,2,4,1,3,3,8,0,0,0,0,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,93500
6.0,90.0,9900,6,4,1880,1950,0.0,1008,1178,1032,0,2210,0,0,2,0,1,8,0,1930.0,1,0,48,0,0,0,0,0,5,2007,2.0,3,3,3,3,2,1,1,3,2,8,0,1,2,3,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,117500
5.0,80.0,9828,8,5,1995,1995,0.0,1128,1142,878,0,2020,0,0,2,1,1,8,1,1995.0,2,0,155,0,0,0,0,0,6,2009,2.0,4,3,4,3,1,6,1,5,4,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,239500
5.0,57.0,8773,6,5,1997,1997,0.0,916,916,684,0,1600,0,0,2,1,1,7,1,1997.0,2,100,38,0,0,0,0,0,8,2007,2.0,3,3,4,3,3,1,1,4,3,8,3,3,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,169000
2.0,60.0,6180,6,5,1926,1950,0.0,960,986,0,0,986,0,0,1,0,1,5,1,1926.0,1,0,128,0,0,0,0,0,5,2007,1.0,3,3,3,3,1,1,1,3,3,8,4,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,102000
4.0,80.0,9600,6,5,1950,1950,0.0,1032,1032,220,0,1252,0,0,1,0,1,6,0,1950.0,1,0,0,96,0,0,0,0,4,2008,1.5,3,3,3,3,1,4,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,119000
4.0,54.0,6342,5,8,1875,1996,0.0,780,780,240,0,1020,0,0,1,0,1,6,0,,0,0,0,176,0,0,0,0,5,2010,1.5,3,4,3,3,1,1,1,4,3,8,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,94000
